opponent,result,win,loss,margin,location,opponent rating
Presbyterian,1,2,8,24,HOME,0.103662770671833
Morehead St,1,3,8,38,AWAY,0.106471200910989
Tennessee St,1,4,5,15,HOME,0.375007655373094
Tennessee Tech,1,1,10,31,HOME,0.0559717261400101
Murray St,1,5,6,25,HOME,0.345911043672823
TN Martin,0,2,9,30,AWAY,0.325698444211971
Jacksonville St,0,9,4,16,AWAY,0.57824668396896
SE Missouri St,0,9,4,4,AWAY,0.626134854022889
E Kentucky,0,7,4,4,HOME,0.409112911923809
E Illinois,0,3,8,31,AWAY,0.302269316398658
