opponent,result,win,loss,margin,location,opponent rating
Sam Houston St,1,6,5,20,HOME,0.457973347483668
Lamar,1,7,5,23,HOME,0.513826681648668
Northwestern LA,1,5,6,18,AWAY,0.453042551321635
Incarnate Word,1,6,5,27,HOME,0.571046307422287
Houston Bap,1,1,10,21,AWAY,0.0996422528646618
SF Austin,1,2,8,33,HOME,0.240349082207076
SE Louisiana,1,4,7,44,HOME,0.387956190082207
San Diego,1,9,3,19,HOME,0.561764684788889
McNeese St,0,6,5,10,AWAY,0.428884787019381
Abilene Chr,0,6,5,16,AWAY,0.479500465988307
E Washington,0,11,2,21,AWAY,0.807202931601038
