opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,52,HOME,0
ULM,1,6,6,38,HOME,0.366470678076782
Arkansas,1,2,10,7,NEUTRAL,0.271152769992629
Kentucky,1,9,3,6,HOME,0.658780584665737
South Carolina,1,6,5,3,AWAY,0.536986751200765
Mississippi,1,5,7,14,HOME,0.442291325902439
UAB,1,9,3,21,HOME,0.508906703560622
LSU,1,9,3,2,HOME,0.72228053621915
Clemson,0,12,0,2,HOME,0.935729175792651
Alabama,0,12,0,22,AWAY,1
Mississippi St,0,8,4,15,AWAY,0.695637471516196
Auburn,0,7,5,4,AWAY,0.593720560309067
