opponent,result,win,loss,margin,location,opponent rating
N Illinois,1,7,5,26,HOME,0.493830663904132
Iowa St,1,7,4,10,HOME,0.582094297534045
FBS,1,7,103,24,HOME,0
Minnesota,1,6,6,17,AWAY,0.456406988141515
Indiana,1,5,7,26,AWAY,0.42068439849451
Maryland,1,5,7,23,HOME,0.459625516682262
Illinois,1,4,8,63,AWAY,0.252932074909808
Nebraska,1,4,8,3,HOME,0.412968926754821
Wisconsin,0,7,5,11,HOME,0.526905620713481
Penn St,0,9,3,6,AWAY,0.691375922866113
Purdue,0,6,6,2,AWAY,0.537934346189599
Northwestern,0,8,4,4,HOME,0.581712509235264
