opponent,result,win,loss,margin,location,opponent rating
TX Southern,1,2,9,5,AWAY,0.232990782232706
S Dakota St,0,10,2,84,AWAY,0.839739573139151
Prairie View,0,5,6,49,HOME,0.501357935154557
Jackson St,0,5,5,3,HOME,0.416950620182839
MS Valley St,0,1,10,1,AWAY,0
Grambling,0,6,5,7,AWAY,0.448318609856136
Alabama A&M,0,6,5,31,HOME,0.468850037074717
Southern Univ,0,7,4,32,AWAY,0.614742188622919
