opponent,result,win,loss,margin,location,opponent rating
Northern Arizona,1,4,6,5,AWAY,0.298478051505308
Cal Poly,1,5,6,53,HOME,0.445409159119536
Montana St,1,8,5,17,AWAY,0.557205949409302
Southern Utah,1,1,10,38,HOME,0.231412677422658
Idaho,1,4,7,24,HOME,0.440469886316267
N Colorado,1,2,9,35,AWAY,0.221411133900856
UC Davis,1,10,3,39,HOME,0.703728133749806
Portland St,1,4,7,51,AWAY,0.397723166588066
Nicholls St,1,9,4,21,HOME,0.66371529064276
UC Davis,1,10,3,5,HOME,0.703728133749806
Weber St,0,10,3,8,AWAY,0.660326202303081
