opponent,result,win,loss,margin,location,opponent rating
New Hampshire,1,4,7,28,HOME,0.441556491944851
Villanova,1,5,6,3,HOME,0.40972518241018
Rhode Island,1,6,5,2,AWAY,0.534031103636382
Albany NY,1,3,8,19,HOME,0.296855333085152
Towson,1,7,5,7,AWAY,0.622435329844367
Richmond,1,4,7,19,AWAY,0.341196304325913
Elon,1,6,5,1,HOME,0.593851598150718
Jacksonville St,1,9,4,28,HOME,0.57824668396896
Weber St,1,10,3,5,AWAY,0.660326202303081
Yale,0,5,5,21,AWAY,0.528149108307153
William & Mary,0,4,6,7,AWAY,0.39367305906766
