opponent,result,win,loss,margin,location,opponent rating
Florida St,1,5,7,21,AWAY,0.419840811871539
FBS,1,7,103,45,HOME,0
Duke,1,7,5,17,AWAY,0.509262469121149
North Carolina,1,2,9,3,AWAY,0.260103629746808
Virginia,1,7,5,3,HOME,0.516078934477383
Old Dominion,0,4,8,14,AWAY,0.25492557227299
Notre Dame,0,12,0,22,HOME,0.859257161828909
Georgia Tech,0,7,5,21,HOME,0.516615419776849
Boston College,0,7,5,10,HOME,0.572210573355629
Pittsburgh,0,7,5,30,AWAY,0.535438146571466
Miami FL,0,7,5,24,HOME,0.531011139219348
