opponent,result,win,loss,margin,location,opponent rating
New Mexico St,1,3,9,22,AWAY,0.142283295654997
FBS,1,7,103,3,HOME,0
Colorado St,1,3,9,13,AWAY,0.167672426119417
San Jose St,1,1,11,15,HOME,0.163153436845266
Air Force,1,5,7,8,HOME,0.421484803991916
New Mexico,1,3,9,28,AWAY,0.241012492935218
Washington St,0,10,2,22,HOME,0.670802487333441
Missouri,0,8,4,27,AWAY,0.708790850528775
Boise St,0,10,2,20,HOME,0.673169611590466
Hawaii,0,8,5,4,AWAY,0.423604217358159
Fresno St,0,10,2,24,AWAY,0.693259648607032
Utah St,0,10,2,8,HOME,0.665803721506592
