opponent,result,win,loss,margin,location,opponent rating
Rice,1,2,11,8,AWAY,0.0927655080211597
FBS,0,7,103,20,HOME,0
UNLV,0,4,8,28,AWAY,0.245661928174655
Tennessee,0,5,7,24,AWAY,0.426627089308107
New Mexico St,0,3,9,7,HOME,0.142283295654997
UT San Antonio,0,3,9,9,AWAY,0.165020683687992
North Texas,0,9,3,3,HOME,0.563591552849468
Louisiana Tech,0,7,5,7,AWAY,0.441544415030343
UAB,0,9,3,19,HOME,0.508906703560622
MTSU,0,8,4,16,HOME,0.506042218687201
WKU,0,3,9,24,AWAY,0.225490253750848
Southern Miss,0,6,5,32,HOME,0.350273368238856
