opponent,result,win,loss,margin,location,opponent rating
E Illinois,1,3,8,14,AWAY,0.302269316398658
S Illinois,1,2,9,3,AWAY,0.364120568864335
Youngstown St,1,4,7,26,AWAY,0.466253991274404
South Dakota,1,4,7,3,HOME,0.438658211188727
Illinois St,1,6,5,5,HOME,0.534185507395372
W Illinois,1,5,6,2,AWAY,0.523754928148861
Northern Iowa,0,7,6,33,HOME,0.600993259192556
S Dakota St,0,10,2,3,AWAY,0.839739573139151
Missouri St,0,4,7,3,HOME,0.385155462251605
