opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,20,HOME,0
Georgia Tech,1,7,5,11,HOME,0.516615419776849
Illinois,1,4,8,6,AWAY,0.252932074909808
East Carolina,1,3,8,7,HOME,0.258482711032695
Massachusetts,1,4,8,16,AWAY,0.254246964781238
Tulsa,1,3,9,1,AWAY,0.254788875736296
Connecticut,1,1,11,8,HOME,0.0724481818665702
Houston,0,8,4,21,AWAY,0.527775711043032
Tulane,0,6,6,26,HOME,0.41598389157235
Cincinnati,0,10,2,12,AWAY,0.661691621120456
Temple,0,8,4,10,AWAY,0.576212769137102
UCF,0,11,0,28,HOME,0.815534352713237
