opponent,result,win,loss,margin,location,opponent rating
Alabama St,1,4,7,34,HOME,0.277159304858987
TX Southern,1,2,9,13,AWAY,0.232990782232706
Ark Pine Bluff,1,2,9,7,HOME,0.26322408642619
MS Valley St,1,1,10,5,HOME,0
Alabama A&M,1,6,5,13,AWAY,0.468850037074717
Northwestern LA,0,5,6,27,AWAY,0.453042551321635
Prairie View,0,5,6,6,NEUTRAL,0.501357935154557
Alcorn St,0,9,3,7,AWAY,0.639660933974268
Southern Univ,0,7,4,10,NEUTRAL,0.614742188622919
