opponent,result,win,loss,margin,location,opponent rating
UTEP,1,1,11,7,AWAY,0.0101074505715901
Liberty,1,5,6,8,HOME,0.327960571678798
FBS,1,7,103,10,HOME,0
Wyoming,0,6,6,22,HOME,0.421097951183814
Minnesota,0,6,6,38,AWAY,0.456406988141515
Utah St,0,10,2,47,AWAY,0.665803721506592
New Mexico,0,3,9,17,HOME,0.241012492935218
ULL,0,7,5,28,AWAY,0.487715824102298
Ga Southern,0,9,3,17,HOME,0.581896337902468
Texas St,0,3,9,7,AWAY,0.214759437661359
BYU,0,6,6,35,AWAY,0.469166607234911
Liberty,0,5,6,7,AWAY,0.327960571678798
