opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,52,HOME,0
Tulane,1,6,6,7,HOME,0.41598389157235
Charlotte,1,5,7,21,HOME,0.331095022507577
Louisiana Tech,1,7,5,21,AWAY,0.441544415030343
Rice,1,2,11,42,AWAY,0.0927655080211597
North Texas,1,9,3,8,HOME,0.563591552849468
UTEP,1,1,11,19,AWAY,0.0101074505715901
UT San Antonio,1,3,9,49,HOME,0.165020683687992
Southern Miss,1,6,5,3,HOME,0.350273368238856
Coastal Car,0,5,7,23,AWAY,0.31647250459456
Texas A&M,0,8,4,21,AWAY,0.60781115063384
MTSU,0,8,4,24,AWAY,0.506042218687201
