opponent,result,win,loss,margin,location,opponent rating
Jacksonville St,1,9,4,3,NEUTRAL,0.57824668396896
Gardner Webb,1,3,8,39,HOME,0.231192577268533
S Carolina St,1,5,6,15,HOME,0.468832626543421
Delaware St,1,3,8,28,AWAY,0.254616390419533
Bethune-Cookman,1,7,5,25,AWAY,0.467419416198324
Norfolk St,1,4,7,17,HOME,0.294894821751457
Savannah St,1,2,8,16,AWAY,0.28856861968791
NC Central,1,5,6,45,AWAY,0.342658689865261
Morgan St,0,4,7,3,HOME,0.359461438541068
Florida A&M,0,6,5,1,HOME,0.488339383807478
