opponent,result,win,loss,margin,location,opponent rating
Texas St,1,3,9,4,HOME,0.214759437661359
UTEP,1,1,11,9,HOME,0.0101074505715901
Rice,1,2,11,17,AWAY,0.0927655080211597
Arizona St,0,7,5,42,AWAY,0.543429014078984
Baylor,0,6,6,17,HOME,0.431861619327767
Kansas St,0,5,7,24,AWAY,0.470736725790772
Louisiana Tech,0,7,5,28,HOME,0.441544415030343
Southern Miss,0,6,5,10,AWAY,0.350273368238856
UAB,0,9,3,49,AWAY,0.508906703560622
Florida Intl,0,8,4,38,HOME,0.479968713991793
Marshall,0,8,3,23,AWAY,0.580430292344162
North Texas,0,9,3,3,HOME,0.563591552849468
