opponent,result,win,loss,margin,location,opponent rating
Texas St,1,3,9,28,HOME,0.214759437661359
Ohio St,0,11,1,49,AWAY,0.768853929712638
Kansas,0,3,9,41,AWAY,0.225652558919009
Buffalo,0,10,2,29,HOME,0.572414579168689
Indiana,0,5,7,7,HOME,0.42068439849451
Illinois,0,4,8,21,HOME,0.252932074909808
Maryland,0,5,7,27,AWAY,0.459625516682262
Northwestern,0,8,4,3,HOME,0.581712509235264
Wisconsin,0,7,5,14,AWAY,0.526905620713481
Michigan,0,10,2,35,HOME,0.812987780667157
Penn St,0,9,3,13,HOME,0.691375922866113
Michigan St,0,7,5,4,AWAY,0.54056336082308
