opponent,result,win,loss,margin,location,opponent rating
Northern Iowa,1,7,6,3,HOME,0.600993259192556
Drake,1,7,4,32,HOME,0.488017077515837
CS Sacramento,1,2,8,7,HOME,0.179968633038041
Cal Poly,1,5,6,20,AWAY,0.445409159119536
Southern Utah,1,1,10,43,AWAY,0.231412677422658
Idaho,1,4,7,19,AWAY,0.440469886316267
W Illinois,0,5,6,4,AWAY,0.523754928148861
Portland St,0,4,7,2,HOME,0.397723166588066
North Dakota,0,6,5,27,AWAY,0.498157544689485
UC Davis,0,10,3,28,HOME,0.703728133749806
Montana St,0,8,5,4,HOME,0.557205949409302
