opponent,result,win,loss,margin,location,opponent rating
Stetson,1,8,2,39,HOME,0.478373875049704
Morehead St,1,3,8,17,AWAY,0.106471200910989
Dayton,1,6,5,2,HOME,0.45729949932061
Butler,1,4,7,29,AWAY,0.273243232039139
Jacksonville,1,2,8,24,HOME,0.131763663200498
Drake,1,7,4,17,AWAY,0.488017077515837
Davidson,1,6,5,4,HOME,0.335355433582488
Marist,1,5,6,17,AWAY,0.362876269877956
UC Davis,0,10,3,33,AWAY,0.703728133749806
Harvard,0,6,4,22,AWAY,0.605824621833246
Nicholls St,0,9,4,19,AWAY,0.66371529064276
