opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,56,HOME,0
UTEP,1,1,11,24,HOME,0.0101074505715901
Auburn,1,7,5,6,AWAY,0.593720560309067
Charlotte,1,5,7,11,HOME,0.331095022507577
Kentucky,1,9,3,17,HOME,0.658780584665737
West Virginia,0,8,3,26,NEUTRAL,0.683602073167671
Florida,0,9,3,26,HOME,0.646500981411137
Georgia,0,11,1,26,AWAY,0.874561638333721
Alabama,0,12,0,37,HOME,1
South Carolina,0,6,5,3,AWAY,0.536986751200765
Missouri,0,8,4,33,HOME,0.708790850528775
Vanderbilt,0,6,6,25,AWAY,0.536221903136869
