opponent,result,win,loss,margin,location,opponent rating
Dayton,1,6,5,11,HOME,0.45729949932061
Jacksonville,1,2,8,3,AWAY,0.131763663200498
Davidson,1,6,5,7,HOME,0.335355433582488
Morehead St,1,3,8,27,AWAY,0.106471200910989
Valparaiso,1,2,9,11,HOME,0.215023215553795
Georgetown,0,5,6,25,HOME,0.346409010710573
Bryant,0,6,5,10,AWAY,0.309928890883755
Stetson,0,8,2,5,AWAY,0.478373875049704
Columbia,0,6,4,10,AWAY,0.531186129367917
Drake,0,7,4,3,AWAY,0.488017077515837
San Diego,0,9,3,17,HOME,0.561764684788889
