opponent,result,win,loss,margin,location,opponent rating
Howard,1,4,6,5,HOME,0.441221235481136
Norfolk St,1,4,7,30,AWAY,0.294894821751457
S Carolina St,1,5,6,4,AWAY,0.468832626543421
Prairie View,0,5,6,16,NEUTRAL,0.501357935154557
Florida A&M,0,6,5,41,HOME,0.488339383807478
Delaware St,0,3,8,15,AWAY,0.254616390419533
Bethune-Cookman,0,7,5,3,AWAY,0.467419416198324
NC A&T,0,9,2,45,HOME,0.660071853363717
