opponent,result,win,loss,margin,location,opponent rating
Brown,1,1,9,29,HOME,0.173291320379035
CS Sacramento,1,2,8,14,AWAY,0.179968633038041
Northern Arizona,1,4,6,10,AWAY,0.298478051505308
Idaho St,1,6,5,23,HOME,0.518989604239761
Southern Utah,1,1,10,14,HOME,0.231412677422658
N Dakota St,0,13,0,46,AWAY,1
Weber St,0,10,3,7,HOME,0.660326202303081
E Washington,0,11,2,53,AWAY,0.807202931601038
Montana,0,6,5,20,HOME,0.517185850943964
UC Davis,0,10,3,42,HOME,0.703728133749806
Montana St,0,8,5,7,AWAY,0.557205949409302
