opponent,result,win,loss,margin,location,opponent rating
UTEP,1,1,11,28,HOME,0.0101074505715901
FBS,1,7,103,29,HOME,0
San Diego St,1,7,5,3,AWAY,0.477646551055897
Nevada,1,7,5,5,HOME,0.44143343852476
USC,0,5,7,22,AWAY,0.441600278939324
Arkansas St,0,8,4,7,AWAY,0.546839088146101
New Mexico,0,3,9,36,HOME,0.241012492935218
Utah St,0,10,2,31,AWAY,0.665803721506592
Air Force,0,5,7,6,HOME,0.421484803991916
San Jose St,0,1,11,13,AWAY,0.163153436845266
Fresno St,0,10,2,45,HOME,0.693259648607032
Hawaii,0,8,5,7,AWAY,0.423604217358159
