opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,23,HOME,0
Colorado,1,5,7,7,AWAY,0.351175682184439
Ohio St,0,11,1,46,AWAY,0.768853929712638
Nevada,0,7,5,2,AWAY,0.44143343852476
Arizona,0,5,7,21,HOME,0.429437883963719
Arizona St,0,7,5,28,AWAY,0.543429014078984
Washington St,0,10,2,19,HOME,0.670802487333441
California,0,7,4,42,HOME,0.437839844873698
USC,0,5,7,17,HOME,0.441600278939324
Stanford,0,7,4,31,AWAY,0.593038410318982
Washington,0,9,3,19,AWAY,0.666656511027918
Oregon,0,8,4,40,HOME,0.504878437524019
