opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,14,HOME,0
Arizona St,1,7,5,7,HOME,0.543429014078984
E Michigan,1,7,5,3,HOME,0.452918070401329
Boise St,1,10,2,6,AWAY,0.673169611590466
Air Force,1,5,7,4,HOME,0.421484803991916
San Jose St,1,1,11,3,HOME,0.163153436845266
New Mexico,1,3,9,8,AWAY,0.241012492935218
Stanford,0,7,4,21,AWAY,0.593038410318982
Nevada,0,7,5,4,AWAY,0.44143343852476
UNLV,0,4,8,3,HOME,0.245661928174655
Fresno St,0,10,2,9,AWAY,0.693259648607032
Hawaii,0,8,5,1,HOME,0.423604217358159
