opponent,result,win,loss,margin,location,opponent rating
Dayton,0,6,5,21,AWAY,0.45729949932061
James Madison,0,9,4,66,AWAY,0.69545596858182
Bryant,0,6,5,3,AWAY,0.309928890883755
Central Conn,0,6,5,21,HOME,0.465256148555685
Duquesne,0,9,4,24,AWAY,0.58722306717506
St Francis PA,0,4,7,13,HOME,0.378187992705057
Sacred Heart,0,7,4,31,AWAY,0.494475275063854
E Kentucky,0,7,4,1,AWAY,0.409112911923809
Wagner,0,4,7,34,HOME,0.245251748166851
