opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,4,HOME,0
ULM,1,6,6,32,HOME,0.366470678076782
NC State,0,8,3,34,AWAY,0.63962001866875
Memphis,0,8,4,37,AWAY,0.572183215691619
W Michigan,0,7,5,19,HOME,0.459438184960432
Troy,0,9,3,17,AWAY,0.562975209007154
Arkansas St,0,8,4,16,AWAY,0.546839088146101
Coastal Car,0,5,7,3,HOME,0.31647250459456
Texas St,0,3,9,9,HOME,0.214759437661359
ULL,0,7,5,14,AWAY,0.487715824102298
Appalachian St,0,9,2,28,AWAY,0.675199125702711
Ga Southern,0,9,3,21,HOME,0.581896337902468
