opponent,result,win,loss,margin,location,opponent rating
Marist,1,5,6,5,HOME,0.362876269877956
Drake,1,7,4,2,AWAY,0.488017077515837
Jacksonville,1,2,8,3,HOME,0.131763663200498
Davidson,1,6,5,3,AWAY,0.335355433582488
Morehead St,1,3,8,24,HOME,0.106471200910989
Valparaiso,1,2,9,14,HOME,0.215023215553795
San Diego,0,9,3,39,AWAY,0.561764684788889
Butler,0,4,7,5,AWAY,0.273243232039139
