opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,52,HOME,0
Nebraska,1,4,8,5,AWAY,0.412968926754821
ULM,1,6,6,8,AWAY,0.366470678076782
Coastal Car,1,5,7,24,HOME,0.31647250459456
Georgia St,1,2,10,17,HOME,0.20147479716368
South Alabama,1,3,9,21,AWAY,0.208387587676124
ULL,1,7,5,10,HOME,0.487715824102298
Ga Southern,1,9,3,14,AWAY,0.581896337902468
Texas St,1,3,9,5,HOME,0.214759437661359
Boise St,0,10,2,36,HOME,0.673169611590466
Liberty,0,5,6,6,AWAY,0.327960571678798
Appalachian St,0,9,2,11,AWAY,0.675199125702711
