opponent,result,win,loss,margin,location,opponent rating
Hampton,1,7,3,44,HOME,0.312418849296516
Indiana St,1,7,4,33,AWAY,0.544006286650676
South Dakota,1,4,7,14,AWAY,0.438658211188727
S Dakota St,1,10,2,15,HOME,0.839739573139151
Illinois St,1,6,5,10,HOME,0.534185507395372
Missouri St,1,4,7,37,HOME,0.385155462251605
Lamar,1,7,5,3,HOME,0.513826681648668
Montana,0,6,5,3,AWAY,0.517185850943964
N Dakota St,0,13,0,25,HOME,1
W Illinois,0,5,6,20,AWAY,0.523754928148861
Youngstown St,0,4,7,21,AWAY,0.466253991274404
UC Davis,0,10,3,7,AWAY,0.703728133749806
