opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,16,HOME,0
New Mexico St,1,3,9,7,HOME,0.142283295654997
Georgia St,1,2,10,9,AWAY,0.20147479716368
Rutgers,0,1,11,28,AWAY,0.14662048402134
South Alabama,0,3,9,10,AWAY,0.208387587676124
UT San Antonio,0,3,9,4,AWAY,0.165020683687992
ULL,0,7,5,15,HOME,0.487715824102298
Ga Southern,0,9,3,2,HOME,0.581896337902468
ULM,0,6,6,6,AWAY,0.366470678076782
Appalachian St,0,9,2,31,HOME,0.675199125702711
Troy,0,9,3,5,AWAY,0.562975209007154
Arkansas St,0,8,4,26,HOME,0.546839088146101
