opponent,result,win,loss,margin,location,opponent rating
Maryland,1,5,7,21,AWAY,0.459625516682262
Tulsa,1,3,9,14,HOME,0.254788875736296
East Carolina,1,3,8,43,HOME,0.258482711032695
Navy,1,3,9,7,AWAY,0.32517976716613
Cincinnati,1,10,2,7,HOME,0.661691621120456
Houston,1,8,4,10,AWAY,0.527775711043032
South Florida,1,7,5,10,HOME,0.435562746544617
Connecticut,1,1,11,50,AWAY,0.0724481818665702
FBS,0,7,103,2,HOME,0
Buffalo,0,10,2,7,HOME,0.572414579168689
Boston College,0,7,5,10,AWAY,0.572210573355629
UCF,0,11,0,12,AWAY,0.815534352713237
