opponent,result,win,loss,margin,location,opponent rating
Alabama A&M,1,6,5,2,NEUTRAL,0.468850037074717
Prairie View,1,5,6,38,AWAY,0.501357935154557
TX Southern,1,2,9,14,NEUTRAL,0.232990782232706
Jackson St,1,5,5,34,HOME,0.416950620182839
Ark Pine Bluff,1,2,9,32,HOME,0.26322408642619
Grambling,1,6,5,10,NEUTRAL,0.448318609856136
Alcorn St,0,9,3,17,HOME,0.639660933974268
Alcorn St,0,9,3,9,AWAY,0.639660933974268
