opponent,result,win,loss,margin,location,opponent rating
Ark Pine Bluff,1,2,9,1,HOME,0.26322408642619
North Dakota,0,6,5,28,AWAY,0.498157544689485
Jacksonville St,0,9,4,71,AWAY,0.57824668396896
Alcorn St,0,9,3,36,HOME,0.639660933974268
Bethune-Cookman,0,7,5,14,AWAY,0.467419416198324
Jackson St,0,5,5,16,AWAY,0.416950620182839
TX Southern,0,2,9,28,AWAY,0.232990782232706
Grambling,0,6,5,5,AWAY,0.448318609856136
Hampton,0,7,3,15,HOME,0.312418849296516
Alabama A&M,0,6,5,28,HOME,0.468850037074717
Alabama St,0,4,7,7,AWAY,0.277159304858987
