opponent,result,win,loss,margin,location,opponent rating
FBS,1,7,103,77,HOME,0
Houston,1,8,4,14,HOME,0.527775711043032
Oklahoma St,1,6,6,24,AWAY,0.511059800655785
TCU,1,6,6,3,AWAY,0.469804460206177
Kansas,1,3,9,32,HOME,0.225652558919009
Mississippi,0,5,7,20,NEUTRAL,0.442291325902439
West Virginia,0,8,3,8,HOME,0.683602073167671
Iowa St,0,7,4,9,AWAY,0.582094297534045
Oklahoma,0,11,1,5,HOME,0.762840202001647
Texas,0,9,3,7,HOME,0.644098326389737
Kansas St,0,5,7,15,AWAY,0.470736725790772
Baylor,0,6,6,11,NEUTRAL,0.431861619327767
