opponent,result,win,loss,margin,location,opponent rating
Lafayette,1,3,8,29,HOME,0.186554929443329
Bucknell,1,1,10,16,AWAY,0.0801104986374995
Wagner,1,4,7,27,AWAY,0.245251748166851
Central Conn,1,6,5,3,AWAY,0.465256148555685
Bryant,1,6,5,23,HOME,0.309928890883755
Robert Morris,1,2,9,31,HOME,0.13636632027954
St Francis PA,1,4,7,6,HOME,0.378187992705057
Cornell,0,3,7,19,AWAY,0.402985543365569
Penn,0,6,4,4,HOME,0.49292797065672
Dartmouth,0,9,1,42,AWAY,0.836605250248748
Duquesne,0,9,4,4,AWAY,0.58722306717506
