opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,24,HOME,0
Old Dominion,1,4,8,3,HOME,0.25492557227299
WKU,1,3,9,26,HOME,0.225490253750848
Southern Miss,1,6,5,3,HOME,0.350273368238856
FL Atlantic,1,5,7,3,AWAY,0.464408805279489
Appalachian St,0,9,2,36,HOME,0.675199125702711
Massachusetts,0,4,8,18,AWAY,0.254246964781238
UAB,0,9,3,21,AWAY,0.508906703560622
MTSU,0,8,4,8,AWAY,0.506042218687201
Tennessee,0,5,7,11,AWAY,0.426627089308107
Marshall,0,8,3,17,AWAY,0.580430292344162
Florida Intl,0,8,4,7,HOME,0.479968713991793
