opponent,result,win,loss,margin,location,opponent rating
Utah St,1,10,2,7,HOME,0.665803721506592
Indiana,1,5,7,14,AWAY,0.42068439849451
C Michigan,1,1,11,11,HOME,0.114538678518169
Penn St,1,9,3,4,AWAY,0.691375922866113
Purdue,1,6,6,10,HOME,0.537934346189599
Maryland,1,5,7,21,AWAY,0.459625516682262
Rutgers,1,1,11,4,HOME,0.14662048402134
Arizona St,0,7,5,3,AWAY,0.543429014078984
Northwestern,0,8,4,10,HOME,0.581712509235264
Michigan,0,10,2,14,HOME,0.812987780667157
Ohio St,0,11,1,20,HOME,0.768853929712638
Nebraska,0,4,8,3,AWAY,0.412968926754821
