opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,3,HOME,0
UT San Antonio,1,3,9,24,HOME,0.165020683687992
Oklahoma St,1,6,6,19,HOME,0.511059800655785
Kansas,1,3,9,4,HOME,0.225652558919009
Texas Tech,1,5,7,15,HOME,0.434256997614163
Mississippi St,0,8,4,21,HOME,0.695637471516196
West Virginia,0,8,3,29,AWAY,0.683602073167671
Texas,0,9,3,5,HOME,0.644098326389737
Baylor,0,6,6,3,AWAY,0.431861619327767
Oklahoma,0,11,1,37,AWAY,0.762840202001647
TCU,0,6,6,1,AWAY,0.469804460206177
Iowa St,0,7,4,4,AWAY,0.582094297534045
