opponent,result,win,loss,margin,location,opponent rating
Houston,1,5,3,7,HOME,0.505602210174861
Miami,1,5,4,31,HOME,0.304859597300435
Indianapolis,1,3,5,14,HOME,0.310678681373851
Kansas City,1,8,1,3,HOME,0.821836238345848
Buffalo,1,3,6,19,AWAY,0.120780722311063
Green Bay,1,4,5,14,HOME,0.312762772348945
Jacksonville,0,3,5,11,AWAY,0.305676919605216
Detroit,0,2,6,16,AWAY,0.0706385548741347
Tennessee,0,5,3,24,AWAY,0.66920423255482
