opponent,result,win,loss,margin,location,opponent rating
Rice,1,2,11,18,AWAY,0.0927655080211597
Arizona,1,5,7,27,HOME,0.429437883963719
FCS,1,7,103,56,HOME,0
Tulsa,1,3,9,15,HOME,0.254788875736296
East Carolina,1,3,8,22,AWAY,0.258482711032695
Navy,1,3,9,13,AWAY,0.32517976716613
South Florida,1,7,5,21,HOME,0.435562746544617
Tulane,1,6,6,31,HOME,0.41598389157235
Texas Tech,0,5,7,14,AWAY,0.434256997614163
SMU,0,5,7,14,AWAY,0.345738733150114
Temple,0,8,4,10,HOME,0.576212769137102
Memphis,0,8,4,21,AWAY,0.572183215691619
