opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,31,HOME,0
Oregon St,1,2,10,21,AWAY,0.174579496694516
California,1,7,4,7,HOME,0.437839844873698
Oregon,1,8,4,29,HOME,0.504878437524019
Colorado,1,5,7,8,HOME,0.351175682184439
BYU,0,6,6,5,HOME,0.469166607234911
Houston,0,8,4,27,AWAY,0.527775711043032
USC,0,5,7,4,HOME,0.441600278939324
Utah,0,9,3,32,AWAY,0.65995278082548
UCLA,0,3,9,1,AWAY,0.282269089024105
Washington St,0,10,2,41,AWAY,0.670802487333441
Arizona St,0,7,5,1,HOME,0.543429014078984
