opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,53,HOME,0
Oregon St,1,2,10,2,HOME,0.174579496694516
Air Force,1,5,7,3,AWAY,0.421484803991916
Hawaii,1,8,5,18,AWAY,0.423604217358159
San Diego St,1,7,5,4,HOME,0.477646551055897
Colorado St,1,3,9,39,HOME,0.167672426119417
San Jose St,1,1,11,9,AWAY,0.163153436845266
Vanderbilt,0,6,6,31,AWAY,0.536221903136869
Toledo,0,7,5,19,AWAY,0.48529974991309
Fresno St,0,10,2,18,HOME,0.693259648607032
Boise St,0,10,2,4,HOME,0.673169611590466
UNLV,0,4,8,5,AWAY,0.245661928174655
