opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,41,HOME,0
Bowling Green,1,3,9,46,HOME,0.148914903414723
Louisville,1,2,10,35,AWAY,0.223666974401294
Virginia Tech,1,5,6,21,AWAY,0.385837967824768
North Carolina,1,2,9,10,AWAY,0.260103629746808
Miami FL,1,7,5,6,HOME,0.531011139219348
Virginia,1,7,5,3,HOME,0.516078934477383
South Florida,0,7,5,11,AWAY,0.435562746544617
Pittsburgh,0,7,5,5,AWAY,0.535438146571466
Clemson,0,12,0,28,HOME,0.935729175792651
Duke,0,7,5,14,HOME,0.509262469121149
Georgia,0,11,1,24,AWAY,0.874561638333721
