opponent,result,win,loss,margin,location,opponent rating
New England,1,6,3,16,HOME,0.505343633492361
Green Bay,1,4,5,8,HOME,0.312762772348945
NY Jets,0,3,6,31,HOME,0.0201275440596208
San Francisco,0,2,6,3,AWAY,0.181088171648135
Dallas,0,4,4,2,AWAY,0.441581662649009
Seattle,0,4,5,14,HOME,0.398791786851133
Minnesota,0,5,3,15,AWAY,0.429860053185745
Chicago,0,6,2,12,AWAY,0.674791072829068
