opponent,result,win,loss,margin,location,opponent rating
Purdue,1,6,6,4,AWAY,0.537934346189599
Michigan St,1,7,5,10,AWAY,0.54056336082308
Nebraska,1,4,8,3,HOME,0.412968926754821
Rutgers,1,1,11,3,AWAY,0.14662048402134
Wisconsin,1,7,5,14,HOME,0.526905620713481
Iowa,1,8,4,4,AWAY,0.643519453764994
Minnesota,1,6,6,10,AWAY,0.456406988141515
Illinois,1,4,8,8,HOME,0.252932074909808
Duke,0,7,5,14,HOME,0.509262469121149
Akron,0,4,7,5,HOME,0.24615285486262
Michigan,0,10,2,3,HOME,0.812987780667157
Notre Dame,0,12,0,10,HOME,0.859257161828909
