opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,24,HOME,0
FL Atlantic,1,5,7,1,HOME,0.464408805279489
Marshall,1,8,3,10,AWAY,0.580430292344162
Charlotte,1,5,7,8,HOME,0.331095022507577
Old Dominion,1,4,8,34,AWAY,0.25492557227299
WKU,1,3,9,19,HOME,0.225490253750848
UTEP,1,1,11,16,AWAY,0.0101074505715901
UAB,1,9,3,24,HOME,0.508906703560622
Vanderbilt,0,6,6,28,AWAY,0.536221903136869
Georgia,0,11,1,42,AWAY,0.874561638333721
Florida Intl,0,8,4,3,AWAY,0.479968713991793
Kentucky,0,9,3,11,AWAY,0.658780584665737
