opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,28,HOME,0
UT San Antonio,1,3,9,17,AWAY,0.165020683687992
Kansas,1,3,9,19,HOME,0.225652558919009
Kansas St,1,5,7,3,HOME,0.470736725790772
Oklahoma St,1,6,6,4,HOME,0.511059800655785
Texas Tech,1,5,7,11,NEUTRAL,0.434256997614163
Duke,0,7,5,13,HOME,0.509262469121149
Oklahoma,0,11,1,33,AWAY,0.762840202001647
Texas,0,9,3,6,AWAY,0.644098326389737
West Virginia,0,8,3,44,AWAY,0.683602073167671
Iowa St,0,7,4,14,AWAY,0.582094297534045
TCU,0,6,6,7,HOME,0.469804460206177
