opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,24,HOME,0
WKU,1,3,9,3,HOME,0.225490253750848
Alabama,0,12,0,37,NEUTRAL,1
Virginia,0,7,5,24,AWAY,0.516078934477383
Florida St,0,5,7,4,HOME,0.419840811871539
Georgia Tech,0,7,5,35,HOME,0.516615419776849
Boston College,0,7,5,18,AWAY,0.572210573355629
Wake Forest,0,6,6,21,HOME,0.463806409847162
Clemson,0,12,0,61,AWAY,0.935729175792651
Syracuse,0,9,3,31,AWAY,0.650093012626571
NC State,0,8,3,42,HOME,0.63962001866875
Kentucky,0,9,3,46,HOME,0.658780584665737
