opponent,result,win,loss,margin,location,opponent rating
SMU,1,5,7,23,HOME,0.345738733150114
FCS,1,7,103,42,HOME,0
Arkansas,1,2,10,27,AWAY,0.271152769992629
Liberty,1,5,6,40,AWAY,0.327960571678798
UTEP,1,1,11,3,AWAY,0.0101074505715901
Southern Miss,1,6,5,23,HOME,0.350273368238856
Rice,1,2,11,24,HOME,0.0927655080211597
FL Atlantic,1,5,7,3,HOME,0.464408805279489
UT San Antonio,1,3,9,3,AWAY,0.165020683687992
Louisiana Tech,0,7,5,2,HOME,0.441544415030343
UAB,0,9,3,8,AWAY,0.508906703560622
Old Dominion,0,4,8,3,AWAY,0.25492557227299
