opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,41,HOME,0
South Alabama,1,3,9,42,HOME,0.208387587676124
Boise St,1,10,2,23,HOME,0.673169611590466
Kansas,1,3,9,20,AWAY,0.225652558919009
Texas,1,9,3,3,HOME,0.644098326389737
West Virginia,1,8,3,4,HOME,0.683602073167671
Texas Tech,0,5,7,24,HOME,0.434256997614163
Iowa St,0,7,4,6,HOME,0.582094297534045
Kansas St,0,5,7,19,AWAY,0.470736725790772
Baylor,0,6,6,4,AWAY,0.431861619327767
Oklahoma,0,11,1,1,AWAY,0.762840202001647
TCU,0,6,6,7,AWAY,0.469804460206177
