opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,47,HOME,0
Colorado St,1,3,9,38,HOME,0.167672426119417
Tennessee,1,5,7,26,AWAY,0.426627089308107
Mississippi St,1,8,4,7,AWAY,0.695637471516196
LSU,1,9,3,8,HOME,0.72228053621915
Vanderbilt,1,6,6,10,AWAY,0.536221903136869
South Carolina,1,6,5,4,HOME,0.536986751200765
FCS,1,7,103,53,HOME,0
Florida St,1,5,7,27,AWAY,0.419840811871539
Kentucky,0,9,3,11,HOME,0.658780584665737
Georgia,0,11,1,19,NEUTRAL,0.874561638333721
Missouri,0,8,4,21,HOME,0.708790850528775
