opponent,result,win,loss,margin,location,opponent rating
Appalachian St,1,9,2,7,HOME,0.675199125702711
Pittsburgh,1,7,5,45,AWAY,0.535438146571466
Kent,1,2,10,53,HOME,0.142479028883439
Illinois,1,4,8,39,AWAY,0.252932074909808
Indiana,1,5,7,5,AWAY,0.42068439849451
Iowa,1,8,4,6,HOME,0.643519453764994
Wisconsin,1,7,5,12,HOME,0.526905620713481
Rutgers,1,1,11,13,AWAY,0.14662048402134
Maryland,1,5,7,35,HOME,0.459625516682262
Ohio St,0,11,1,1,HOME,0.768853929712638
Michigan St,0,7,5,4,HOME,0.54056336082308
Michigan,0,10,2,35,AWAY,0.812987780667157
