opponent,result,win,loss,margin,location,opponent rating
Army,1,9,2,20,HOME,0.590035738811524
Northwestern,1,8,4,14,AWAY,0.581712509235264
Baylor,1,6,6,13,AWAY,0.431861619327767
FCS,1,7,103,42,HOME,0
Georgia Tech,1,7,5,14,AWAY,0.516615419776849
Miami FL,1,7,5,8,AWAY,0.531011139219348
North Carolina,1,2,9,7,HOME,0.260103629746808
Virginia Tech,0,5,6,17,HOME,0.385837967824768
Virginia,0,7,5,14,HOME,0.516078934477383
Pittsburgh,0,7,5,9,AWAY,0.535438146571466
Clemson,0,12,0,29,AWAY,0.935729175792651
Wake Forest,0,6,6,52,HOME,0.463806409847162
