rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,Penn St,0.846153846153846,1,29.4545454545455,2,B1G-East,0.739657348578627
2,Alabama,0.928571428571429,0.995839079221724,28,12,SEC-West,0.733440510790822
3,Georgia,0.866666666666667,0.971627016084041,23.9230769230769,13,SEC-East,0.697265232341049
4,Wisconsin,0.928571428571429,0.957417187333592,21.8461538461538,6,B1G-West,0.676034306781802
5,Ohio St,0.857142857142857,0.939304545489462,29.6666666666667,23,B1G-East,0.648972182490781
6,Clemson,0.857142857142857,0.921954861458815,24.75,10.5,ACC-Atlantic,0.623049994522962
7,UCF,1,0.915735456507018,22.9230769230769,0,AAC-East,0.613757572632051
8,Notre Dame,0.769230769230769,0.883118353489435,21.8,17.3333333333333,Independent,0.565024311994241
9,Auburn,0.714285714285714,0.87544801690991,25.5,10,SEC-West,0.553564051014532
10,Oklahoma,0.857142857142857,0.858755147391977,22.1666666666667,6.5,Big-XII,0.52862321062109
11,Washington,0.769230769230769,0.807361564183224,28.3,7,Pac-12-North,0.451835983912636
12,Mississippi St,0.692307692307692,0.779097502853312,24.5555555555556,19.25,SEC-West,0.409606609055558
13,FL Atlantic,0.785714285714286,0.757340099201043,26.6363636363636,14.3333333333333,CUSA-East,0.377098840929468
14,Michigan St,0.769230769230769,0.756714646042832,13.2,24.3333333333333,B1G-East,0.376164350479342
15,Oklahoma St,0.769230769230769,0.755927365662784,23.1,9.33333333333333,Big-XII,0.374988073685793
16,TCU,0.785714285714286,0.753143174557381,23,16.3333333333333,Big-XII,0.370828209740875
17,Miami FL,0.769230769230769,0.752724156547136,16,18.3333333333333,ACC-Coastal,0.370202154340758
18,Northwestern,0.769230769230769,0.748929707461374,17.6,19,B1G-West,0.364532862517575
19,Iowa,0.615384615384615,0.747107356333785,19.625,9.8,B1G-West,0.36181008507035
20,Michigan,0.615384615384615,0.735976200279773,18.5,13,B1G-East,0.345179008755749
21,Boise St,0.785714285714286,0.735705900286301,15.2727272727273,11,MW-Mountain,0.344775153164549
22,Memphis,0.769230769230769,0.71380754935974,20.5,11.6666666666667,AAC-West,0.31205679543548
23,LSU,0.692307692307692,0.709598235121211,17.6666666666667,12.75,SEC-West,0.305767652945801
24,USC,0.785714285714286,0.706142142898908,13.1818181818182,18.3333333333333,Pac-12-South,0.300603900628514
25,Virginia Tech,0.692307692307692,0.699553586397629,24.5555555555556,11.75,ACC-Coastal,0.290759928815488
26,NC State,0.692307692307692,0.695855768894046,14.6666666666667,10.25,ACC-Atlantic,0.285235014362064
27,South Florida,0.833333333333333,0.687511210163031,18.8,5.5,AAC-East,0.272767397138063
28,Troy,0.846153846153846,0.673775856171861,17.4545454545455,11,Sun Belt,0.252245384943938
29,Purdue,0.538461538461538,0.673738477046795,15.2857142857143,7.66666666666667,B1G-West,0.252189536740064
30,Stanford,0.642857142857143,0.664244175826543,18.2222222222222,5.8,Pac-12-North,0.238004087617754
31,Iowa St,0.615384615384615,0.659197466773196,16.625,5,Big-XII,0.230463792303844
32,Louisville,0.615384615384615,0.653447732898742,24.5,11.4,ACC-Atlantic,0.22187310663097
33,Wake Forest,0.615384615384615,0.652770772044753,18.125,10.8,ACC-Atlantic,0.220861658448164
34,Fresno St,0.714285714285714,0.650494514233559,20.5,19,MW-West,0.217460698404395
35,Boston College,0.538461538461538,0.650450518659317,20,17.1666666666667,ACC-Atlantic,0.21739496451535
36,Toledo,0.785714285714286,0.644331245653425,20.5454545454545,28,MAC-West,0.208252149922304
37,Florida St,0.538461538461538,0.633988864476845,23.5714285714286,13.1666666666667,ACC-Atlantic,0.19279958326274
38,Appalachian St,0.692307692307692,0.633927649331875,22.6666666666667,8,Sun Belt,0.192708121644462
39,San Diego St,0.769230769230769,0.633331168976239,18.5,16,MW-West,0.191816919519089
40,Ohio,0.692307692307692,0.631451310562619,25.4444444444444,9,MAC-East,0.189008220328552
41,Washington St,0.692307692307692,0.625098969170829,18.4444444444444,26.75,Pac-12-North,0.179517177930582
42,South Carolina,0.692307692307692,0.617792817982949,11.2222222222222,13.75,SEC-East,0.168601046840113
43,Navy,0.538461538461538,0.608749979131875,13.2857142857143,6.5,AAC-West,0.155090128301447
44,Army,0.769230769230769,0.594232890797043,15.1,12.6666666666667,Independent,0.133400125700724
45,Texas A&M,0.538461538461538,0.594061936742905,14,12,SEC-West,0.133144702971259
46,Duke,0.538461538461538,0.590641986380472,22,12,ACC-Coastal,0.128034950213396
47,Georgia Tech,0.454545454545455,0.589890876268789,18.2,12.3333333333333,ACC-Coastal,0.126912715501026
48,Missouri,0.538461538461538,0.586268802068893,29.8571428571429,22.5,SEC-East,0.121500969199257
