opponent,result,win,loss,margin,location,opponent rating
Rice,1,2,11,18,AWAY,0.087561129839736
Arizona,1,5,7,27,HOME,0.42753875764292
FCS,1,8,106,56,HOME,0.000769998244192226
Tulsa,1,3,9,15,HOME,0.248278564102298
East Carolina,1,3,9,22,AWAY,0.235473530796368
Navy,1,3,9,13,AWAY,0.324077406998877
South Florida,1,7,5,21,HOME,0.43506939815558
Tulane,1,6,6,31,HOME,0.416988084377754
Texas Tech,0,5,7,14,AWAY,0.433867128284314
SMU,0,5,7,14,AWAY,0.344428491763609
Temple,0,8,4,10,HOME,0.574495390132135
Memphis,0,8,5,21,AWAY,0.555004023858093
