opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,68,HOME,0.000769998244192226
Georgia St,1,2,10,19,AWAY,0.192094577935086
Miami OH,1,6,6,1,AWAY,0.45837188133336
E Michigan,1,7,5,3,HOME,0.451471882561525
Bowling Green,1,3,9,7,AWAY,0.140385424802793
C Michigan,1,1,11,25,AWAY,0.107247264944998
N Illinois,1,8,5,7,HOME,0.512425574248057
Syracuse,0,9,3,13,HOME,0.659872406070867
Michigan,0,10,2,46,AWAY,0.822928100511648
Toledo,0,7,5,27,HOME,0.486054902807487
Ohio,0,8,4,45,HOME,0.603861584109007
Ball St,0,4,8,1,AWAY,0.194642348013845
