opponent,result,win,loss,margin,location,opponent rating
C Michigan,1,1,11,15,HOME,0.107247264944998
Florida,1,9,3,11,AWAY,0.651217922368491
FCS,1,8,106,38,HOME,0.000769998244192226
Mississippi St,1,8,4,21,HOME,0.700152924782952
South Carolina,1,7,5,14,HOME,0.552574974401991
Vanderbilt,1,6,6,7,HOME,0.536973229914925
Missouri,1,8,4,1,AWAY,0.711730361401004
MTSU,1,8,5,11,HOME,0.484435690225168
Louisville,1,2,10,46,AWAY,0.229406836627335
Texas A&M,0,8,4,6,AWAY,0.612204350528535
Georgia,0,11,2,17,HOME,0.853521788113883
Tennessee,0,5,7,17,AWAY,0.426213570238814
