opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,7,HOME,0.000769998244192226
UCF,0,12,0,39,HOME,0.824142322793354
Boise St,0,10,3,55,AWAY,0.650992768654197
Syracuse,0,9,3,30,AWAY,0.659872406070867
Cincinnati,0,10,2,42,HOME,0.662508498612961
Memphis,0,8,5,41,AWAY,0.555004023858093
South Florida,0,7,5,8,AWAY,0.43506939815558
Massachusetts,0,4,8,5,HOME,0.249056873231254
Tulsa,0,3,9,30,AWAY,0.248278564102298
SMU,0,5,7,12,HOME,0.344428491763609
East Carolina,0,3,9,34,AWAY,0.235473530796368
Temple,0,8,4,50,HOME,0.574495390132135
