opponent,result,win,loss,margin,location,opponent rating
Texas St,1,3,9,10,HOME,0.205154738347006
FCS,1,8,106,38,HOME,0.000769998244192226
Coastal Car,1,5,7,3,HOME,0.311564379778839
Louisiana Tech,0,7,5,4,HOME,0.441140405717563
Oklahoma St,0,6,6,42,AWAY,0.509986694345833
Memphis,0,8,5,17,AWAY,0.555004023858093
Appalachian St,0,10,2,45,AWAY,0.659401122251941
Ga Southern,0,9,3,35,AWAY,0.580629140209413
Troy,0,9,3,21,HOME,0.559089094366952
Arkansas St,0,8,4,24,AWAY,0.542798882966119
ULM,0,6,6,28,HOME,0.344645210077282
ULL,0,6,5,10,AWAY,0.470730482744223
