opponent,result,win,loss,margin,location,opponent rating
Kent,1,2,10,7,HOME,0.134175713618153
FCS,1,8,106,20,HOME,0.000769998244192226
Rutgers,1,1,11,21,AWAY,0.142195290938339
Minnesota,1,6,6,24,HOME,0.458137990603829
South Florida,0,7,5,6,HOME,0.43506939815558
Penn St,0,9,3,39,HOME,0.697394135264368
Purdue,0,6,6,39,HOME,0.5428304930475
Wisconsin,0,7,5,29,AWAY,0.528155201562796
Maryland,0,5,7,30,AWAY,0.461267331603312
Nebraska,0,4,8,19,AWAY,0.414758409178414
Iowa,0,8,4,63,HOME,0.648865014312003
Northwestern,0,8,5,8,AWAY,0.565096527710274
