opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,40,HOME,0.000769998244192226
Bowling Green,1,3,9,7,AWAY,0.140385424802793
Illinois,0,4,8,7,AWAY,0.251073638319793
Penn St,0,9,3,53,AWAY,0.697394135264368
Mississippi,0,5,7,21,AWAY,0.441826253707439
Ball St,0,4,8,28,AWAY,0.194642348013845
Ohio,0,8,4,1,HOME,0.603861584109007
Miami OH,0,6,6,25,AWAY,0.45837188133336
Akron,0,4,8,1,HOME,0.227510841608756
Buffalo,0,10,3,34,AWAY,0.548891754404769
Toledo,0,7,5,22,HOME,0.486054902807487
E Michigan,0,7,5,8,HOME,0.451471882561525
